País de nacimiento;Sexo;Edad;Periodo;Total
Otros países con nivel de desarrollo medio;Hombres;97 años;2022;14
Otros países con nivel de desarrollo medio;Hombres;97 años;2021;12
Otros países con nivel de desarrollo medio;Hombres;98 años;2024;17
Otros países con nivel de desarrollo medio;Hombres;98 años;2023;12
Otros países con nivel de desarrollo medio;Hombres;98 años;2022;15
Otros países con nivel de desarrollo medio;Hombres;98 años;2021;14
Otros países con nivel de desarrollo medio;Hombres;99 años;2024;8
Otros países con nivel de desarrollo medio;Hombres;99 años;2023;7
Otros países con nivel de desarrollo medio;Hombres;99 años;2022;12
Otros países con nivel de desarrollo medio;Hombres;99 años;2021;12
Otros países con nivel de desarrollo medio;Hombres;100 y más años;2024;15
Otros países con nivel de desarrollo medio;Hombres;100 y más años;2023;14
Otros países con nivel de desarrollo medio;Hombres;100 y más años;2022;16
Otros países con nivel de desarrollo medio;Hombres;100 y más años;2021;15
Otros países con nivel de desarrollo medio;Mujeres;Todas las edades;2024;799.424
Otros países con nivel de desarrollo medio;Mujeres;Todas las edades;2023;745.030
Otros países con nivel de desarrollo medio;Mujeres;Todas las edades;2022;683.716
Otros países con nivel de desarrollo medio;Mujeres;Todas las edades;2021;661.245
Otros países con nivel de desarrollo medio;Mujeres;0 años;2024;110
Otros países con nivel de desarrollo medio;Mujeres;0 años;2023;114
Otros países con nivel de desarrollo medio;Mujeres;0 años;2022;99
Otros países con nivel de desarrollo medio;Mujeres;0 años;2021;85
Otros países con nivel de desarrollo medio;Mujeres;1 año;2024;607
Otros países con nivel de desarrollo medio;Mujeres;1 año;2023;588
Otros países con nivel de desarrollo medio;Mujeres;1 año;2022;503
Otros países con nivel de desarrollo medio;Mujeres;1 año;2021;398
Otros países con nivel de desarrollo medio;Mujeres;2 años;2024;1.186
Otros países con nivel de desarrollo medio;Mujeres;2 años;2023;1.145
Otros países con nivel de desarrollo medio;Mujeres;2 años;2022;828
Otros países con nivel de desarrollo medio;Mujeres;2 años;2021;1.139
Otros países con nivel de desarrollo medio;Mujeres;3 años;2024;1.850
Otros países con nivel de desarrollo medio;Mujeres;3 años;2023;1.546
Otros países con nivel de desarrollo medio;Mujeres;3 años;2022;1.615
Otros países con nivel de desarrollo medio;Mujeres;3 años;2021;1.852
Otros países con nivel de desarrollo medio;Mujeres;4 años;2024;2.243
Otros países con nivel de desarrollo medio;Mujeres;4 años;2023;2.390
Otros países con nivel de desarrollo medio;Mujeres;4 años;2022;2.433
Otros países con nivel de desarrollo medio;Mujeres;4 años;2021;2.560
Otros países con nivel de desarrollo medio;Mujeres;5 años;2024;3.205
Otros países con nivel de desarrollo medio;Mujeres;5 años;2023;3.260
Otros países con nivel de desarrollo medio;Mujeres;5 años;2022;3.126
Otros países con nivel de desarrollo medio;Mujeres;5 años;2021;3.068
Otros países con nivel de desarrollo medio;Mujeres;6 años;2024;4.129
Otros países con nivel de desarrollo medio;Mujeres;6 años;2023;4.035
Otros países con nivel de desarrollo medio;Mujeres;6 años;2022;3.777
Otros países con nivel de desarrollo medio;Mujeres;6 años;2021;3.428
Otros países con nivel de desarrollo medio;Mujeres;7 años;2024;4.869
Otros países con nivel de desarrollo medio;Mujeres;7 años;2023;4.751
Otros países con nivel de desarrollo medio;Mujeres;7 años;2022;4.166
Otros países con nivel de desarrollo medio;Mujeres;7 años;2021;3.618
Otros países con nivel de desarrollo medio;Mujeres;8 años;2024;5.689
Otros países con nivel de desarrollo medio;Mujeres;8 años;2023;5.199
Otros países con nivel de desarrollo medio;Mujeres;8 años;2022;4.396
Otros países con nivel de desarrollo medio;Mujeres;8 años;2021;3.591
Otros países con nivel de desarrollo medio;Mujeres;9 años;2024;6.230
Otros países con nivel de desarrollo medio;Mujeres;9 años;2023;5.377
Otros países con nivel de desarrollo medio;Mujeres;9 años;2022;4.284
Otros países con nivel de desarrollo medio;Mujeres;9 años;2021;3.662
Otros países con nivel de desarrollo medio;Mujeres;10 años;2024;6.366
Otros países con nivel de desarrollo medio;Mujeres;10 años;2023;5.336
Otros países con nivel de desarrollo medio;Mujeres;10 años;2022;4.354
Otros países con nivel de desarrollo medio;Mujeres;10 años;2021;4.030
Otros países con nivel de desarrollo medio;Mujeres;11 años;2024;6.380
Otros países con nivel de desarrollo medio;Mujeres;11 años;2023;5.275
Otros países con nivel de desarrollo medio;Mujeres;11 años;2022;4.749
Otros países con nivel de desarrollo medio;Mujeres;11 años;2021;3.664
Otros países con nivel de desarrollo medio;Mujeres;12 años;2024;6.339
Otros países con nivel de desarrollo medio;Mujeres;12 años;2023;5.756
Otros países con nivel de desarrollo medio;Mujeres;12 años;2022;4.229
Otros países con nivel de desarrollo medio;Mujeres;12 años;2021;3.921
Otros países con nivel de desarrollo medio;Mujeres;13 años;2024;6.783
Otros países con nivel de desarrollo medio;Mujeres;13 años;2023;5.192
Otros países con nivel de desarrollo medio;Mujeres;13 años;2022;4.494
Otros países con nivel de desarrollo medio;Mujeres;13 años;2021;3.949
Otros países con nivel de desarrollo medio;Mujeres;14 años;2024;6.178
Otros países con nivel de desarrollo medio;Mujeres;14 años;2023;5.438
Otros países con nivel de desarrollo medio;Mujeres;14 años;2022;4.482
Otros países con nivel de desarrollo medio;Mujeres;14 años;2021;4.424
Otros países con nivel de desarrollo medio;Mujeres;15 años;2024;6.401
Otros países con nivel de desarrollo medio;Mujeres;15 años;2023;5.310
Otros países con nivel de desarrollo medio;Mujeres;15 años;2022;5.041
Otros países con nivel de desarrollo medio;Mujeres;15 años;2021;4.631
Otros países con nivel de desarrollo medio;Mujeres;16 años;2024;6.221
Otros países con nivel de desarrollo medio;Mujeres;16 años;2023;5.816
Otros países con nivel de desarrollo medio;Mujeres;16 años;2022;5.080
Otros países con nivel de desarrollo medio;Mujeres;16 años;2021;5.042
Otros países con nivel de desarrollo medio;Mujeres;17 años;2024;6.735
Otros países con nivel de desarrollo medio;Mujeres;17 años;2023;5.886
Otros países con nivel de desarrollo medio;Mujeres;17 años;2022;5.581
Otros países con nivel de desarrollo medio;Mujeres;17 años;2021;5.530
Otros países con nivel de desarrollo medio;Mujeres;18 años;2024;7.298
Otros países con nivel de desarrollo medio;Mujeres;18 años;2023;7.026
Otros países con nivel de desarrollo medio;Mujeres;18 años;2022;6.521
Otros países con nivel de desarrollo medio;Mujeres;18 años;2021;6.046
Otros países con nivel de desarrollo medio;Mujeres;19 años;2024;8.751
Otros países con nivel de desarrollo medio;Mujeres;19 años;2023;8.174
Otros países con nivel de desarrollo medio;Mujeres;19 años;2022;7.189
Otros países con nivel de desarrollo medio;Mujeres;19 años;2021;7.310
Otros países con nivel de desarrollo medio;Mujeres;20 años;2024;9.704
Otros países con nivel de desarrollo medio;Mujeres;20 años;2023;8.879
Otros países con nivel de desarrollo medio;Mujeres;20 años;2022;8.273
Otros países con nivel de desarrollo medio;Mujeres;20 años;2021;8.791
Otros países con nivel de desarrollo medio;Mujeres;21 años;2024;10.438
Otros países con nivel de desarrollo medio;Mujeres;21 años;2023;9.994
Otros países con nivel de desarrollo medio;Mujeres;21 años;2022;9.786
Otros países con nivel de desarrollo medio;Mujeres;21 años;2021;9.967
Otros países con nivel de desarrollo medio;Mujeres;22 años;2024;11.797
Otros países con nivel de desarrollo medio;Mujeres;22 años;2023;11.783
Otros países con nivel de desarrollo medio;Mujeres;22 años;2022;10.968
Otros países con nivel de desarrollo medio;Mujeres;22 años;2021;11.310
Otros países con nivel de desarrollo medio;Mujeres;23 años;2024;13.632
Otros países con nivel de desarrollo medio;Mujeres;23 años;2023;12.894
Otros países con nivel de desarrollo medio;Mujeres;23 años;2022;12.251
Otros países con nivel de desarrollo medio;Mujeres;23 años;2021;12.238
Otros países con nivel de desarrollo medio;Mujeres;24 años;2024;14.607
Otros países con nivel de desarrollo medio;Mujeres;24 años;2023;14.221
Otros países con nivel de desarrollo medio;Mujeres;24 años;2022;13.141
Otros países con nivel de desarrollo medio;Mujeres;24 años;2021;13.310
Otros países con nivel de desarrollo medio;Mujeres;25 años;2024;15.874
Otros países con nivel de desarrollo medio;Mujeres;25 años;2023;15.056
Otros países con nivel de desarrollo medio;Mujeres;25 años;2022;14.145
Otros países con nivel de desarrollo medio;Mujeres;25 años;2021;14.168
Otros países con nivel de desarrollo medio;Mujeres;26 años;2024;16.674
Otros países con nivel de desarrollo medio;Mujeres;26 años;2023;16.033
Otros países con nivel de desarrollo medio;Mujeres;26 años;2022;15.061
Otros países con nivel de desarrollo medio;Mujeres;26 años;2021;14.914
Otros países con nivel de desarrollo medio;Mujeres;27 años;2024;17.462
Otros países con nivel de desarrollo medio;Mujeres;27 años;2023;16.788
Otros países con nivel de desarrollo medio;Mujeres;27 años;2022;15.847
Otros países con nivel de desarrollo medio;Mujeres;27 años;2021;15.662
Otros países con nivel de desarrollo medio;Mujeres;28 años;2024;18.281
Otros países con nivel de desarrollo medio;Mujeres;28 años;2023;17.601
Otros países con nivel de desarrollo medio;Mujeres;28 años;2022;16.522
Otros países con nivel de desarrollo medio;Mujeres;28 años;2021;16.376
Otros países con nivel de desarrollo medio;Mujeres;29 años;2024;19.013
Otros países con nivel de desarrollo medio;Mujeres;29 años;2023;18.100
Otros países con nivel de desarrollo medio;Mujeres;29 años;2022;17.247
Otros países con nivel de desarrollo medio;Mujeres;29 años;2021;16.529
Otros países con nivel de desarrollo medio;Mujeres;30 años;2024;19.430
Otros países con nivel de desarrollo medio;Mujeres;30 años;2023;18.761
Otros países con nivel de desarrollo medio;Mujeres;30 años;2022;17.284
Otros países con nivel de desarrollo medio;Mujeres;30 años;2021;17.685
Otros países con nivel de desarrollo medio;Mujeres;31 años;2024;20.097
Otros países con nivel de desarrollo medio;Mujeres;31 años;2023;18.803
Otros países con nivel de desarrollo medio;Mujeres;31 años;2022;18.341
Otros países con nivel de desarrollo medio;Mujeres;31 años;2021;18.158
Otros países con nivel de desarrollo medio;Mujeres;32 años;2024;19.879
Otros países con nivel de desarrollo medio;Mujeres;32 años;2023;19.881
Otros países con nivel de desarrollo medio;Mujeres;32 años;2022;18.657
Otros países con nivel de desarrollo medio;Mujeres;32 años;2021;18.385
Otros países con nivel de desarrollo medio;Mujeres;33 años;2024;21.063
Otros países con nivel de desarrollo medio;Mujeres;33 años;2023;20.079
Otros países con nivel de desarrollo medio;Mujeres;33 años;2022;18.918
Otros países con nivel de desarrollo medio;Mujeres;33 años;2021;18.711
Otros países con nivel de desarrollo medio;Mujeres;34 años;2024;21.258
Otros países con nivel de desarrollo medio;Mujeres;34 años;2023;20.291
Otros países con nivel de desarrollo medio;Mujeres;34 años;2022;19.121
Otros países con nivel de desarrollo medio;Mujeres;34 años;2021;18.522
Otros países con nivel de desarrollo medio;Mujeres;35 años;2024;21.311
Otros países con nivel de desarrollo medio;Mujeres;35 años;2023;20.528
Otros países con nivel de desarrollo medio;Mujeres;35 años;2022;18.946
Otros países con nivel de desarrollo medio;Mujeres;35 años;2021;18.658
Otros países con nivel de desarrollo medio;Mujeres;36 años;2024;21.546
Otros países con nivel de desarrollo medio;Mujeres;36 años;2023;20.129
Otros países con nivel de desarrollo medio;Mujeres;36 años;2022;18.946
Otros países con nivel de desarrollo medio;Mujeres;36 años;2021;18.499
Otros países con nivel de desarrollo medio;Mujeres;37 años;2024;21.006
Otros países con nivel de desarrollo medio;Mujeres;37 años;2023;20.124
Otros países con nivel de desarrollo medio;Mujeres;37 años;2022;18.725
Otros países con nivel de desarrollo medio;Mujeres;37 años;2021;18.391
Otros países con nivel de desarrollo medio;Mujeres;38 años;2024;21.053
Otros países con nivel de desarrollo medio;Mujeres;38 años;2023;19.816
Otros países con nivel de desarrollo medio;Mujeres;38 años;2022;18.682
Otros países con nivel de desarrollo medio;Mujeres;38 años;2021;17.925
Otros países con nivel de desarrollo medio;Mujeres;39 años;2024;20.758
Otros países con nivel de desarrollo medio;Mujeres;39 años;2023;19.682
Otros países con nivel de desarrollo medio;Mujeres;39 años;2022;18.123
Otros países con nivel de desarrollo medio;Mujeres;39 años;2021;17.097
Otros países con nivel de desarrollo medio;Mujeres;40 años;2024;20.546
Otros países con nivel de desarrollo medio;Mujeres;40 años;2023;19.258
Otros países con nivel de desarrollo medio;Mujeres;40 años;2022;17.260
Otros países con nivel de desarrollo medio;Mujeres;40 años;2021;17.154
Otros países con nivel de desarrollo medio;Mujeres;41 años;2024;20.090
Otros países con nivel de desarrollo medio;Mujeres;41 años;2023;18.205
Otros países con nivel de desarrollo medio;Mujeres;41 años;2022;17.262
Otros países con nivel de desarrollo medio;Mujeres;41 años;2021;16.160
Otros países con nivel de desarrollo medio;Mujeres;42 años;2024;18.901
Otros países con nivel de desarrollo medio;Mujeres;42 años;2023;18.184
Otros países con nivel de desarrollo medio;Mujeres;42 años;2022;16.260
Otros países con nivel de desarrollo medio;Mujeres;42 años;2021;15.384
Otros países con nivel de desarrollo medio;Mujeres;43 años;2024;18.858
Otros países con nivel de desarrollo medio;Mujeres;43 años;2023;17.059
Otros países con nivel de desarrollo medio;Mujeres;43 años;2022;15.480
Otros países con nivel de desarrollo medio;Mujeres;43 años;2021;14.696
Otros países con nivel de desarrollo medio;Mujeres;44 años;2024;17.665
Otros países con nivel de desarrollo medio;Mujeres;44 años;2023;16.307
Otros países con nivel de desarrollo medio;Mujeres;44 años;2022;14.860
Otros países con nivel de desarrollo medio;Mujeres;44 años;2021;13.590
Otros países con nivel de desarrollo medio;Mujeres;45 años;2024;16.877
Otros países con nivel de desarrollo medio;Mujeres;45 años;2023;15.597
Otros países con nivel de desarrollo medio;Mujeres;45 años;2022;13.671
Otros países con nivel de desarrollo medio;Mujeres;45 años;2021;12.717
Otros países con nivel de desarrollo medio;Mujeres;46 años;2024;16.106
Otros países con nivel de desarrollo medio;Mujeres;46 años;2023;14.269
Otros países con nivel de desarrollo medio;Mujeres;46 años;2022;12.776
Otros países con nivel de desarrollo medio;Mujeres;46 años;2021;12.380
Otros países con nivel de desarrollo medio;Mujeres;47 años;2024;14.669
Otros países con nivel de desarrollo medio;Mujeres;47 años;2023;13.418
Otros países con nivel de desarrollo medio;Mujeres;47 años;2022;12.358
Otros países con nivel de desarrollo medio;Mujeres;47 años;2021;11.377
Otros países con nivel de desarrollo medio;Mujeres;48 años;2024;13.774
Otros países con nivel de desarrollo medio;Mujeres;48 años;2023;13.002
Otros países con nivel de desarrollo medio;Mujeres;48 años;2022;11.352
Otros países con nivel de desarrollo medio;Mujeres;48 años;2021;11.078
Otros países con nivel de desarrollo medio;Mujeres;49 años;2024;13.353
Otros países con nivel de desarrollo medio;Mujeres;49 años;2023;11.838
Otros países con nivel de desarrollo medio;Mujeres;49 años;2022;11.081
Otros países con nivel de desarrollo medio;Mujeres;49 años;2021;9.908
Otros países con nivel de desarrollo medio;Mujeres;50 años;2024;12.210
Otros países con nivel de desarrollo medio;Mujeres;50 años;2023;11.628
Otros países con nivel de desarrollo medio;Mujeres;50 años;2022;9.868
Otros países con nivel de desarrollo medio;Mujeres;50 años;2021;10.031
Otros países con nivel de desarrollo medio;Mujeres;51 años;2024;11.910
Otros países con nivel de desarrollo medio;Mujeres;51 años;2023;10.323
Otros países con nivel de desarrollo medio;Mujeres;51 años;2022;9.976
Otros países con nivel de desarrollo medio;Mujeres;51 años;2021;8.853
Otros países con nivel de desarrollo medio;Mujeres;52 años;2024;10.592
Otros países con nivel de desarrollo medio;Mujeres;52 años;2023;10.386
Otros países con nivel de desarrollo medio;Mujeres;52 años;2022;8.825
Otros países con nivel de desarrollo medio;Mujeres;52 años;2021;8.790
Otros países con nivel de desarrollo medio;Mujeres;53 años;2024;10.666
Otros países con nivel de desarrollo medio;Mujeres;53 años;2023;9.205
Otros países con nivel de desarrollo medio;Mujeres;53 años;2022;8.610
Otros países con nivel de desarrollo medio;Mujeres;53 años;2021;7.959
Otros países con nivel de desarrollo medio;Mujeres;54 años;2024;9.390
Otros países con nivel de desarrollo medio;Mujeres;54 años;2023;8.961
Otros países con nivel de desarrollo medio;Mujeres;54 años;2022;7.846
Otros países con nivel de desarrollo medio;Mujeres;54 años;2021;7.808
Otros países con nivel de desarrollo medio;Mujeres;55 años;2024;9.169
Otros países con nivel de desarrollo medio;Mujeres;55 años;2023;8.140
Otros países con nivel de desarrollo medio;Mujeres;55 años;2022;7.663
Otros países con nivel de desarrollo medio;Mujeres;55 años;2021;7.254
Otros países con nivel de desarrollo medio;Mujeres;56 años;2024;8.282
Otros países con nivel de desarrollo medio;Mujeres;56 años;2023;7.921
Otros países con nivel de desarrollo medio;Mujeres;56 años;2022;7.142
Otros países con nivel de desarrollo medio;Mujeres;56 años;2021;7.054
Otros países con nivel de desarrollo medio;Mujeres;57 años;2024;8.175
Otros países con nivel de desarrollo medio;Mujeres;57 años;2023;7.366
Otros países con nivel de desarrollo medio;Mujeres;57 años;2022;6.892
Otros países con nivel de desarrollo medio;Mujeres;57 años;2021;6.158
Otros países con nivel de desarrollo medio;Mujeres;58 años;2024;7.575
Otros países con nivel de desarrollo medio;Mujeres;58 años;2023;7.171
Otros países con nivel de desarrollo medio;Mujeres;58 años;2022;5.997
Otros países con nivel de desarrollo medio;Mujeres;58 años;2021;6.171
Otros países con nivel de desarrollo medio;Mujeres;59 años;2024;7.280
Otros países con nivel de desarrollo medio;Mujeres;59 años;2023;6.226
Otros países con nivel de desarrollo medio;Mujeres;59 años;2022;5.990
Otros países con nivel de desarrollo medio;Mujeres;59 años;2021;5.289
Otros países con nivel de desarrollo medio;Mujeres;60 años;2024;6.339
Otros países con nivel de desarrollo medio;Mujeres;60 años;2023;6.192
Otros países con nivel de desarrollo medio;Mujeres;60 años;2022;5.160
Otros países con nivel de desarrollo medio;Mujeres;60 años;2021;5.610
Otros países con nivel de desarrollo medio;Mujeres;61 años;2024;6.346
Otros países con nivel de desarrollo medio;Mujeres;61 años;2023;5.313
Otros países con nivel de desarrollo medio;Mujeres;61 años;2022;5.399
Otros países con nivel de desarrollo medio;Mujeres;61 años;2021;4.895
Otros países con nivel de desarrollo medio;Mujeres;62 años;2024;5.416
Otros países con nivel de desarrollo medio;Mujeres;62 años;2023;5.584
Otros países con nivel de desarrollo medio;Mujeres;62 años;2022;4.740
Otros países con nivel de desarrollo medio;Mujeres;62 años;2021;4.907
Otros países con nivel de desarrollo medio;Mujeres;63 años;2024;5.715
Otros países con nivel de desarrollo medio;Mujeres;63 años;2023;4.879
Otros países con nivel de desarrollo medio;Mujeres;63 años;2022;4.696
Otros países con nivel de desarrollo medio;Mujeres;63 años;2021;4.441
Otros países con nivel de desarrollo medio;Mujeres;64 años;2024;4.977
Otros países con nivel de desarrollo medio;Mujeres;64 años;2023;4.878
Otros países con nivel de desarrollo medio;Mujeres;64 años;2022;4.268
Otros países con nivel de desarrollo medio;Mujeres;64 años;2021;4.248
Otros países con nivel de desarrollo medio;Mujeres;65 años;2024;5.025
Otros países con nivel de desarrollo medio;Mujeres;65 años;2023;4.364
Otros países con nivel de desarrollo medio;Mujeres;65 años;2022;4.102
Otros países con nivel de desarrollo medio;Mujeres;65 años;2021;3.694
Otros países con nivel de desarrollo medio;Mujeres;66 años;2024;4.574
Otros países con nivel de desarrollo medio;Mujeres;66 años;2023;4.237
Otros países con nivel de desarrollo medio;Mujeres;66 años;2022;3.601
Otros países con nivel de desarrollo medio;Mujeres;66 años;2021;3.552
Otros países con nivel de desarrollo medio;Mujeres;67 años;2024;4.385
Otros países con nivel de desarrollo medio;Mujeres;67 años;2023;3.723
Otros países con nivel de desarrollo medio;Mujeres;67 años;2022;3.442
Otros países con nivel de desarrollo medio;Mujeres;67 años;2021;3.200
Otros países con nivel de desarrollo medio;Mujeres;68 años;2024;3.880
Otros países con nivel de desarrollo medio;Mujeres;68 años;2023;3.559
Otros países con nivel de desarrollo medio;Mujeres;68 años;2022;3.132
Otros países con nivel de desarrollo medio;Mujeres;68 años;2021;2.995
Otros países con nivel de desarrollo medio;Mujeres;69 años;2024;3.718
Otros países con nivel de desarrollo medio;Mujeres;69 años;2023;3.189
Otros países con nivel de desarrollo medio;Mujeres;69 años;2022;2.897
Otros países con nivel de desarrollo medio;Mujeres;69 años;2021;2.484
Otros países con nivel de desarrollo medio;Mujeres;70 años;2024;3.288
Otros países con nivel de desarrollo medio;Mujeres;70 años;2023;2.947
Otros países con nivel de desarrollo medio;Mujeres;70 años;2022;2.435
Otros países con nivel de desarrollo medio;Mujeres;70 años;2021;2.583
Otros países con nivel de desarrollo medio;Mujeres;71 años;2024;3.055
Otros países con nivel de desarrollo medio;Mujeres;71 años;2023;2.484
Otros países con nivel de desarrollo medio;Mujeres;71 años;2022;2.493
Otros países con nivel de desarrollo medio;Mujeres;71 años;2021;2.087
Otros países con nivel de desarrollo medio;Mujeres;72 años;2024;2.513
Otros países con nivel de desarrollo medio;Mujeres;72 años;2023;2.545
Otros países con nivel de desarrollo medio;Mujeres;72 años;2022;2.024
Otros países con nivel de desarrollo medio;Mujeres;72 años;2021;1.925
Otros países con nivel de desarrollo medio;Mujeres;73 años;2024;2.603
Otros países con nivel de desarrollo medio;Mujeres;73 años;2023;2.050
Otros países con nivel de desarrollo medio;Mujeres;73 años;2022;1.851
Otros países con nivel de desarrollo medio;Mujeres;73 años;2021;1.724
Otros países con nivel de desarrollo medio;Mujeres;74 años;2024;2.095
Otros países con nivel de desarrollo medio;Mujeres;74 años;2023;1.886
Otros países con nivel de desarrollo medio;Mujeres;74 años;2022;1.667
Otros países con nivel de desarrollo medio;Mujeres;74 años;2021;1.552
Otros países con nivel de desarrollo medio;Mujeres;75 años;2024;1.895
Otros países con nivel de desarrollo medio;Mujeres;75 años;2023;1.684
Otros países con nivel de desarrollo medio;Mujeres;75 años;2022;1.478
Otros países con nivel de desarrollo medio;Mujeres;75 años;2021;1.485
Otros países con nivel de desarrollo medio;Mujeres;76 años;2024;1.687
Otros países con nivel de desarrollo medio;Mujeres;76 años;2023;1.495
Otros países con nivel de desarrollo medio;Mujeres;76 años;2022;1.417
Otros países con nivel de desarrollo medio;Mujeres;76 años;2021;1.411
Otros países con nivel de desarrollo medio;Mujeres;77 años;2024;1.473
Otros países con nivel de desarrollo medio;Mujeres;77 años;2023;1.404
Otros países con nivel de desarrollo medio;Mujeres;77 años;2022;1.355
Otros países con nivel de desarrollo medio;Mujeres;77 años;2021;1.233
Otros países con nivel de desarrollo medio;Mujeres;78 años;2024;1.397
Otros países con nivel de desarrollo medio;Mujeres;78 años;2023;1.357
Otros países con nivel de desarrollo medio;Mujeres;78 años;2022;1.176
Otros países con nivel de desarrollo medio;Mujeres;78 años;2021;1.272
Otros países con nivel de desarrollo medio;Mujeres;79 años;2024;1.329
Otros países con nivel de desarrollo medio;Mujeres;79 años;2023;1.159
Otros países con nivel de desarrollo medio;Mujeres;79 años;2022;1.197
Otros países con nivel de desarrollo medio;Mujeres;79 años;2021;962
Otros países con nivel de desarrollo medio;Mujeres;80 años;2024;1.143
Otros países con nivel de desarrollo medio;Mujeres;80 años;2023;1.169
Otros países con nivel de desarrollo medio;Mujeres;80 años;2022;911
Otros países con nivel de desarrollo medio;Mujeres;80 años;2021;1.196
Otros países con nivel de desarrollo medio;Mujeres;81 años;2024;1.167
Otros países con nivel de desarrollo medio;Mujeres;81 años;2023;879
Otros países con nivel de desarrollo medio;Mujeres;81 años;2022;1.117
Otros países con nivel de desarrollo medio;Mujeres;81 años;2021;779
Otros países con nivel de desarrollo medio;Mujeres;82 años;2024;853
Otros países con nivel de desarrollo medio;Mujeres;82 años;2023;1.071
Otros países con nivel de desarrollo medio;Mujeres;82 años;2022;742
Otros países con nivel de desarrollo medio;Mujeres;82 años;2021;811
Otros países con nivel de desarrollo medio;Mujeres;83 años;2024;1.047
Otros países con nivel de desarrollo medio;Mujeres;83 años;2023;714
Otros países con nivel de desarrollo medio;Mujeres;83 años;2022;754
Otros países con nivel de desarrollo medio;Mujeres;83 años;2021;777
Otros países con nivel de desarrollo medio;Mujeres;84 años;2024;675
Otros países con nivel de desarrollo medio;Mujeres;84 años;2023;712
Otros países con nivel de desarrollo medio;Mujeres;84 años;2022;714
Otros países con nivel de desarrollo medio;Mujeres;84 años;2021;780
Otros países con nivel de desarrollo medio;Mujeres;85 años;2024;681
Otros países con nivel de desarrollo medio;Mujeres;85 años;2023;660
Otros países con nivel de desarrollo medio;Mujeres;85 años;2022;716
Otros países con nivel de desarrollo medio;Mujeres;85 años;2021;649
Otros países con nivel de desarrollo medio;Mujeres;86 años;2024;601
Otros países con nivel de desarrollo medio;Mujeres;86 años;2023;652
Otros países con nivel de desarrollo medio;Mujeres;86 años;2022;595
Otros países con nivel de desarrollo medio;Mujeres;86 años;2021;525
Otros países con nivel de desarrollo medio;Mujeres;87 años;2024;604
Otros países con nivel de desarrollo medio;Mujeres;87 años;2023;542
Otros países con nivel de desarrollo medio;Mujeres;87 años;2022;474
Otros países con nivel de desarrollo medio;Mujeres;87 años;2021;442
Otros países con nivel de desarrollo medio;Mujeres;88 años;2024;508
Otros países con nivel de desarrollo medio;Mujeres;88 años;2023;434
Otros países con nivel de desarrollo medio;Mujeres;88 años;2022;399
Otros países con nivel de desarrollo medio;Mujeres;88 años;2021;428
Otros países con nivel de desarrollo medio;Mujeres;89 años;2024;393
Otros países con nivel de desarrollo medio;Mujeres;89 años;2023;365
Otros países con nivel de desarrollo medio;Mujeres;89 años;2022;379
Otros países con nivel de desarrollo medio;Mujeres;89 años;2021;313
Otros países con nivel de desarrollo medio;Mujeres;90 años;2024;325
Otros países con nivel de desarrollo medio;Mujeres;90 años;2023;326
Otros países con nivel de desarrollo medio;Mujeres;90 años;2022;267
Otros países con nivel de desarrollo medio;Mujeres;90 años;2021;374
Otros países con nivel de desarrollo medio;Mujeres;91 años;2024;289
Otros países con nivel de desarrollo medio;Mujeres;91 años;2023;238
Otros países con nivel de desarrollo medio;Mujeres;91 años;2022;319
Otros países con nivel de desarrollo medio;Mujeres;91 años;2021;204
Otros países con nivel de desarrollo medio;Mujeres;92 años;2024;215
Otros países con nivel de desarrollo medio;Mujeres;92 años;2023;268
Otros países con nivel de desarrollo medio;Mujeres;92 años;2022;179
Otros países con nivel de desarrollo medio;Mujeres;92 años;2021;160
Otros países con nivel de desarrollo medio;Mujeres;93 años;2024;233
Otros países con nivel de desarrollo medio;Mujeres;93 años;2023;150
Otros países con nivel de desarrollo medio;Mujeres;93 años;2022;132
Otros países con nivel de desarrollo medio;Mujeres;93 años;2021;115
Otros países con nivel de desarrollo medio;Mujeres;94 años;2024;125
Otros países con nivel de desarrollo medio;Mujeres;94 años;2023;107
Otros países con nivel de desarrollo medio;Mujeres;94 años;2022;91
Otros países con nivel de desarrollo medio;Mujeres;94 años;2021;96
Otros países con nivel de desarrollo medio;Mujeres;95 años;2024;86
Otros países con nivel de desarrollo medio;Mujeres;95 años;2023;74
Otros países con nivel de desarrollo medio;Mujeres;95 años;2022;81
Otros países con nivel de desarrollo medio;Mujeres;95 años;2021;82
Otros países con nivel de desarrollo medio;Mujeres;96 años;2024;62
Otros países con nivel de desarrollo medio;Mujeres;96 años;2023;66
Otros países con nivel de desarrollo medio;Mujeres;96 años;2022;65
Otros países con nivel de desarrollo medio;Mujeres;96 años;2021;66
Otros países con nivel de desarrollo medio;Mujeres;97 años;2024;54
Otros países con nivel de desarrollo medio;Mujeres;97 años;2023;46
Otros países con nivel de desarrollo medio;Mujeres;97 años;2022;55
Otros países con nivel de desarrollo medio;Mujeres;97 años;2021;40
Otros países con nivel de desarrollo medio;Mujeres;98 años;2024;36
Otros países con nivel de desarrollo medio;Mujeres;98 años;2023;42
Otros países con nivel de desarrollo medio;Mujeres;98 años;2022;31
Otros países con nivel de desarrollo medio;Mujeres;98 años;2021;33
Otros países con nivel de desarrollo medio;Mujeres;99 años;2024;36
Otros países con nivel de desarrollo medio;Mujeres;99 años;2023;25
